Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie,Usek,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku,Kumulatívne staničenie začiatku
cesta III. triedy,76001,2,M2354,"076001-002 Most cez Inovecký potok v km 0,480 Hronský Beňadik",,1958.0,,,1.0,7.3,,9.5,7.0,,,Dobrý,18.552933822,48.346082708,195.566,"Banskobystrická regionálna správa ciest, a.s., závod 16 Žiar nad Hronom",Banskobystrický samosprávny kraj,7.3,dosková,prefabrikovaný železobetón,39.0,79.0,244.0,odhadom,Vodný tok,0.0,medzikrižovatkový,BB SK,BB RSC,BB RSC - ZH,Banskobystrický kraj,Žarnovica,0.0,3.0,423664.0,3544A29700,3544A29800,266.0,241,,467.0
cesta III. triedy,76001,3,M1398,"076001-003 Most cez Inovecký potok v km 0,805 Hronský Beňadik",,1961.0,,,1.0,5.5,,7.8,6.8,,,Uspokojivý,18.548703624,48.345256026,206.784,"Banskobystrická regionálna správa ciest, a.s., závod 16 Žiar nad Hronom",Banskobystrický samosprávny kraj,5.5,dosková,prefabrikovaný železobetón,30.0,85.0,269.0,odhadom,Vodný tok,0.0,medzikrižovatkový,BB SK,BB RSC,BB RSC - ZH,Banskobystrický kraj,Žarnovica,0.0,6.0,423667.0,3544A30000,3544A30100,119.0,81,,794.0
cesta III. triedy,76001,4,M149,Most v obci Čaradice,,1949.0,,,1.0,10.0,,12.2,9.05,,,Veľmi dobrý,18.508646844,48.358215511,235.121499,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nitra",Nitriansky samosprávny kraj,10.0,dosková,monolitický železobetón,19.0,49.0,206.0,odhadom,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NR,Nitriansky kraj,Zlaté Moravce,0.0,14.0,285982.0,3544A21500,3544A05408,1751.0,683,,4454.0
cesta III. triedy,426005,1,M4758,4265-001 Most cez odpad v úseku Vrádište-Holíč,,1946.0,,,1.0,6.4,,8.65,8.5,,,Dobrý,17.186520107,48.826348132,167.011499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,6.4,dosková,monolitický železobetón,13.0,31.0,160.0,podľa tabuliek,Kanál,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,1.0,259577.0,3424A30100,3424A01501,733.0,357,,420.0
cesta III. triedy,426007,1,M7437,426007-001 Most cez potok Haďmáš pred obcou Brodské,,1938.0,,,1.0,2.5,,7.0,,,,Dobrý,17.000023703,48.680062828,156.3635,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,2.5,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,2.0,259321.0,3442A02600,3424A00400,358.0,36,,234.0
cesta III. triedy,426009,1,M3490,4269-001 Most cez Zlatnický potok za mestom Skalica,,1950.0,,,1.0,3.9,,3.6,,,,Uspokojivý,17.269936703,48.841006818,225.698,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,3.9,dosková,monolitický železobetón,11.0,31.0,234.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,10.0,259601.0,3424A32500,3424A32600,676.0,670,,3061.0
cesta III. triedy,426009,2,M1314,4269-002 Most cez Zlatnický potok za mestom Skalica,,1950.0,,,1.0,3.0,,4.45,,,,Dobrý,17.292754862,48.828276546,276.3665,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,3.0,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,15.0,259606.0,3424A33000,3424A04000,1097.0,447,,5372.0
cesta III. triedy,484022,1,M6746,,,1972.0,,,1.0,18.0,,7.5,6.5,,,Zlý,18.597860197,49.413671175,487.311,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,18.0,dosková,prefabrikovaný predpätý betón,16.0,47.0,112.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,0.0,54.0,2524A01200,2524A12100,151.0,124,0.125,124.0
cesta III. triedy,484022,3,M444,,,1948.0,,,1.0,14.4,,5.5,5.2,,,Zlý,18.582562104,49.4132717,498.532999,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,14.4,dosková,monolitický železobetón,17.0,27.0,49.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,2.0,194345.0,2524A12200,2524A12300,214.0,106,1.316,1315.0
cesta III. triedy,484022,5,M7551,,,1972.0,,,2.0,23.7,,9.0,6.5,,,Zlý,18.571839526,49.411824367,507.655249,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,23.7,dosková,prefabrikovaný predpätý betón,15.0,46.0,174.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,4.0,194347.0,2524A12400,2524A12500,192.0,118,2.108,2120.0
cesta III. triedy,484022,6,M1961,,,1949.0,,,1.0,3.15,,6.7,6.7,,,Uspokojivý,18.569722494,49.41169503,513.5935,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,3.15,dosková,monolitický železobetón,10.0,32.0,280.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,6.0,194349.0,2524A12600,2524A12700,32.0,9,2.275,2287.0
cesta III. triedy,484022,7,M6395,,,1985.0,,,1.0,6.15,,7.5,7.0,,,Uspokojivý,18.537295378,49.4184778,557.032,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,6.15,dosková,prefabrikovaný železobetón,29.0,70.0,208.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,13.0,194356.0,2524A13300,2524A13400,790.0,609,5.05,5030.0
cesta III. triedy,487017,1,M7661,,,1965.0,,,1.0,5.3,,10.2,9.0,,,Veľmi zlý,18.480495423,49.371700236,582.62875,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,5.3,trámová,oceľ -  plnostenná,6.0,18.0,100.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,0.0,47.0,2524A00900,2524A09800,138.0,125,,125.0
cesta III. triedy,487017,2,M256,,,1925.0,,,1.0,2.9,,6.7,,,,Veľmi zlý,18.480586144,49.371798514,582.418,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,2.9,dosková,monolitický železobetón,7.0,21.0,149.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,1.0,194320.0,2524A09800,2524A01700,288.0,1,,139.0
cesta III. triedy,487018,2,M6798,,,1980.0,,,1.0,7.8,,7.6,6.0,,,Uspokojivý,18.495343341,49.39052479,599.860249,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,7.8,dosková,prefabrikovaný železobetón,29.0,67.0,218.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,1.0,194109.0,2524A02600,2524A02900,2583.0,1874,1.933,1932.0
cesta III. triedy,487020,2,M248,,,1948.0,,,1.0,4.2,,6.0,6.0,,,Uspokojivý,18.604245026,49.374864023,521.618749,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,4.2,klenbová,kameň,9.0,30.0,114.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,0.0,50.0,2524A02400,2524A09900,1921.0,1208,,1208.0
cesta III. triedy,487020,3,M5043,,,1948.0,,,1.0,4.2,,5.0,5.0,,,Zlý,18.611817723,49.370908641,550.008,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,4.2,rámová,monolitický železobetón,36.0,48.0,216.0,odhadom,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,1.0,194322.0,2524A09900,2524A10000,37.0,21,1.937,1942.0
cesta III. triedy,487022,2,M2470,,,1978.0,,,1.0,11.04,,10.08,7.58,,,Zlý,18.681885109,49.421668248,451.3405,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,11.04,dosková,prefabrikovaný predpätý betón,28.0,64.0,217.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,0.0,58.0,2613A01000,2613A18300,393.0,330,0.323,330.0
cesta III. triedy,487022,3,M3153,487022_003 Most cez potok Olešanka v Olešnej,,1989.0,,,1.0,21.26,,12.7,8.7,,,Uspokojivý,18.671137767,49.428860048,462.274749,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,21.26,dosková,prefabrikovaný železobetón,25.0,64.0,156.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,6.0,194371.0,2613A18800,2613A18900,41.0,226,1.484,1491.0
cesta III. triedy,487022,5,M3416,,,1974.0,,,1.0,5.16,,8.0,7.0,,,Uspokojivý,18.650804977,49.464372858,531.167499,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,5.16,dosková,prefabrikovaný železobetón,45.0,134.0,336.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,15.0,194379.0,2524A14700,2524A14800,201.0,60,5.899,5949.0
cesta III. triedy,487022,6,M553,,,1974.0,,,1.0,9.2,,9.0,8.0,,,Zlý,18.645895409,49.464660158,540.80525,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,9.2,dosková,prefabrikovaný predpätý betón,16.0,34.0,181.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,16.0,194380.0,2524A14800,2524A14900,515.0,237,6.277,6327.0
cesta III. triedy,487022,7,M7681,,,1974.0,,,1.0,3.3,,8.0,7.0,,,Uspokojivý,18.626056077,49.471597431,596.8735,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,3.3,dosková,prefabrikovaný železobetón,16.0,33.0,238.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,19.0,194383.0,2524A15100,2524A15200,383.0,66,8.082,8094.0
cesta III. triedy,487022,8,M5377,,,1947.0,,,1.0,5.0,,6.7,5.4,,,Uspokojivý,18.597986819,49.468442704,609.559999,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,5.0,trámová,monolitický železobetón,14.0,30.0,168.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,24.0,194388.0,2524A15600,2524A15700,68.0,46,10.327,10337.0
cesta III. triedy,487022,9,M6544,,,1997.0,,,1.0,8.0,,7.0,6.0,,,Dobrý,18.578239681,49.461293785,556.7485,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,8.0,dosková,monolitický železobetón,50.0,60.0,100.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,30.0,194394.0,2524A16200,2524A01100,1656.0,350,12.008,12016.0
cesta III. triedy,487022,10,M4028,,,1936.0,,,1.0,4.0,,5.6,5.6,,,Zlý,18.5716886,49.452962664,539.187,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,4.0,trámová,monolitický železobetón,6.0,18.0,126.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,30.0,194394.0,2524A16200,2524A01100,1656.0,1479,13.133,13145.0
cesta III. triedy,487024,1,M4408,,,1936.0,,,1.0,5.5,,5.4,5.4,,,Dobrý,18.719513229,49.414709414,477.785,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,5.5,dosková,monolitický železobetón,12.0,30.0,189.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,5.0,194415.0,2613A21000,2613A21100,2394.0,2268,3.539,3540.0
cesta III. triedy,487024,2,M1851,,,2001.0,,,1.0,3.5,,9.5,9.5,,,Dobrý,18.731927089,49.404860962,515.0665,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,3.5,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,12.0,194420.0,2613A21500,2613A21600,64.0,52,5.087,5088.0
cesta III. triedy,487028,2,M4206,,,1966.0,,,3.0,47.7,,8.7,6.2,,,Veľmi zlý,18.734781102,49.447532834,426.101999,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,47.7,trámová,prefabrikovaný predpätý betón,12.0,28.0,50.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,1.0,194401.0,2613A19600,2613A19700,108.0,31,0.112,117.0
cesta III. triedy,487028,3,M829,,,1935.0,,,1.0,3.1,,5.1,,,,Uspokojivý,18.732010753,49.45138502,429.376999,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,3.1,dosková,monolitický železobetón,8.0,23.0,201.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,3.0,194403.0,2613A19800,2613A19900,1588.0,10,0.622,627.0
cesta III. triedy,487029,1,M3635,487029_001 Most cez rieku Olešnianku,,2000.0,,,1.0,13.22,,8.0,6.5,,,Dobrý,18.666435977,49.440406424,478.23475,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,13.22,dosková,monolitický železobetón,32.0,80.0,196.0,odhadom,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,0.0,60.0,2613A04500,2524A16300,847.0,6,0.219,6.0
cesta III. triedy,487029,2,M5889,,,1975.0,,,1.0,2.9,,86.2,86.0,,,Uspokojivý,18.640053595,49.439831257,543.646999,"Správa ciest Žilinského samosprávneho kraja, závod Kysuce",Žilinský samosprávny kraj,2.9,dosková,prefabrikovaný železobetón,27.0,84.0,329.0,odhadom,Vodný tok,0.0,medzikrižovatkový,ZA SK,SC ZSK,SC ŽSK - KYS,Žilinský kraj,Čadca,0.0,2.0,194396.0,2524A16400,2524A02700,743.0,712,1.999,2011.0
cesta III. triedy,499023,1,M3675,,,1961.0,,,1.0,8.0,,11.2,7.6,,,Dobrý,17.537506727,48.669778921,262.49325,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,8.0,dosková,monolitický železobetón,19.0,49.0,199.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,0.0,446.0,3531A04400,3531A06500,27.0,8,,8.0
cesta III. triedy,499023,2,M2250,,,1958.0,,,1.0,2.2,,12.4,12.1,,,Dobrý,17.492427288,48.702262729,343.2645,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,2.2,klenbová,monolitický prostý betón,50.0,60.0,100.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,6.0,192272.0,3513A23700,3513A23800,86.0,34,,5856.0
cesta III. triedy,499024,1,M4248,,,1930.0,,,1.0,3.9,,4.1,4.1,,,Veľmi zlý,17.634329891,48.674147858,260.33,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,3.9,trámová,monolitický železobetón,8.0,10.0,16.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,3.0,192295.0,3531A07900,3531A08000,603.0,29,,3286.0
cesta III. triedy,499024,2,M7568,,,1968.0,,,1.0,4.0,,6.8,6.5,,,Veľmi zlý,17.648654846,48.676033618,236.278999,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,4.0,trámová,monolitický železobetón,6.0,12.0,22.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,4.0,192296.0,3531A08000,3531A08100,1042.0,872,,4732.0
cesta III. triedy,499024,3,M4527,,,1946.0,,,1.0,4.0,,6.0,,,,Dobrý,17.658998903,48.67340881,226.679,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,4.0,dosková,monolitický železobetón,11.0,31.0,234.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,6.0,8239.0,3531A04600,3532A02100,550.0,16,,5577.0
cesta III. triedy,499026,1,M1423,,,1935.0,,,1.0,2.5,,6.65,6.05,,,Dobrý,17.681228934,48.690102829,233.736,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,2.5,dosková,monolitický železobetón,13.0,40.0,355.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,9.0,238472.0,3514A05602,3514A05500,359.0,175,6.785,6881.0
cesta III. triedy,499026,2,M1132,,,1935.0,,,1.0,5.0,,6.2,6.2,,,Dobrý,17.68272364,48.691046494,233.616999,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,5.0,trámová,monolitický železobetón,26.0,26.0,44.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,9.0,238472.0,3514A05602,3514A05500,359.0,323,6.933,7029.0
cesta III. triedy,499026,3,M7464,,,1935.0,,,1.0,8.3,,6.9,6.9,,,Dobrý,17.684433112,48.705634015,234.05275,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,8.3,dosková,monolitický železobetón,13.0,23.0,38.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,14.0,192363.0,3514A10000,3514A10100,131.0,90,8.765,8861.0
cesta III. triedy,499026,4,M2564,,,1989.0,,,1.0,2.29,,8.66,8.22,,,Veľmi dobrý,17.656545388,48.735763718,336.997,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,2.29,oblúková,oceľ -  plnostenná,32.0,80.0,128.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,24.0,192376.0,3513A28600,3513A28700,145.0,102,13.12,13216.0
cesta III. triedy,499028,1,M1241,,,1966.0,,,1.0,6.0,,7.5,6.5,,,Dobrý,17.685491845,48.729943982,251.447,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,6.0,dosková,prefabrikovaný železobetón,51.0,110.0,376.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,6.0,192351.0,3514A08800,3514A03201,482.0,434,,1910.0
cesta III. triedy,499028,2,M5129,,,1951.0,,,1.0,4.0,,7.4,6.0,,,Dobrý,17.70947629,48.736855445,225.500499,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,4.0,dosková,monolitický železobetón,12.0,38.0,63.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,12.0,8220.0,3514A05900,3514A07200,213.0,159,,3893.0
cesta III. triedy,499028,3,M2101,,,1950.0,,,1.0,5.0,,7.5,6.0,,,Uspokojivý,17.70995923,48.737024388,225.1355,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,5.0,dosková,monolitický železobetón,10.0,24.0,151.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,12.0,8220.0,3514A05900,3514A07200,213.0,199,,3933.0
cesta III. triedy,499028,4,M847,,,1965.0,,,1.0,10.4,,9.6,7.4,,,Uspokojivý,17.721926686,48.738106606,227.754499,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,10.4,dosková,prefabrikovaný predpätý betón,23.0,53.0,188.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Nové Mesto nad Váhom,0.0,18.0,290305.0,3514A23100,3514A06000,83.0,35,,4980.0
cesta III. triedy,499032,1,M3300,,,1965.0,,,1.0,2.6,,7.5,6.5,,,Dobrý,17.586027311,48.699039634,328.679,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,2.6,dosková,prefabrikovaný železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,0.0,430.0,3513A01900,3513A05500,4110.0,3839,,3839.0
cesta III. triedy,499034,1,M4580,499034-001 most cez potok Blatnica v obci Nitr.Blatnica,,1933.0,,,1.0,5.0,,6.0,4.5,,,Dobrý,17.971410727,48.554369825,226.454249,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,5.0,trámová,monolitický železobetón,22.0,30.0,260.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,2.0,8264.0,3532A01803,3541A02300,3336.0,12,0.032,57.0
cesta III. triedy,499035,1,M7504,499035-001 most cez potok Čížovec v obci Malé Dvorany,,1929.0,,,1.0,4.95,,6.7,6.7,,,Uspokojivý,18.066125423,48.566233884,198.371499,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,4.95,dosková,monolitický železobetón,9.0,17.0,128.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,1.0,428129.0,3541A38100,3541A38200,167.0,12,,363.0
cesta III. triedy,499037,1,M969,499037-001 Most cez rieku Chocina v obci Jacovce,,1997.0,,,1.0,10.4,,10.5,8.0,,,Dobrý,18.136669831,48.59135385,195.608749,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,10.4,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,16.0,7893.0,3541A02500,3541A33600,63.0,9,2.92,3026.0
cesta III. triedy,499037,2,M2824,499037-002 Most v obci Prašice,,1900.0,,,1.0,2.8,,7.05,7.05,,,Zlý,18.110147154,48.638158116,237.835,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,2.8,klenbová,tehla,23.0,80.0,420.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,29.0,428164.0,3541A41600,3541A41700,237.0,13,8.757,8828.0
cesta III. triedy,499037,3,M1691,499037-003 most cez potok Železnica v obci Prašice,,1949.0,,,1.0,4.6,,6.6,6.1,,,Uspokojivý,18.108272055,48.64888968,247.398249,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,4.6,dosková,monolitický železobetón,10.0,24.0,151.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,38.0,428185.0,3541A43700,3541A43800,198.0,56,10.023,10095.0
cesta III. triedy,499037,4,M1169,499037-004 most cez potok za obcou Prašice,,1940.0,,,1.0,3.9,,6.7,6.7,,,Uspokojivý,18.110883425,48.667280501,296.160999,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,3.9,dosková,monolitický železobetón,9.0,25.0,187.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,39.0,428186.0,3541A43800,3541A43900,2559.0,1940,12.078,12177.0
